institution_name,location,region,size,focus,res,status,rank_2025,rank_2024,overall,academic_reputation,employer_reputation,faculty_student,citations_per_faculty,international_faculty,international_students,international_research_network,employment_outcomes,sustainability,rank_update
University of Ghana,Ghana,Africa,Extra Large,Full Comprehensive,High,Public,851,951,14.94,11.5,7.6,1.9,5.3,4.5,1.7,72.8,95.4,7.6,100
University of Hertfordshire,United Kingdom,Europe,Large,Comprehensive,High,Public,851,851,15.16,4.4,3.7,5.9,5.2,62,100,58.8,10.1,2.1,0
University of Lincoln,United Kingdom,Europe,Large,Comprehensive,High,Public,851,851,14.98,5.9,4.7,7.9,9.9,74,47.2,58.5,4.8,10.1,0
University of Mississippi,United States,Americas,Large,Comprehensive,Very High,Public,851,1001,14.58,4.2,2,83,5.5,6.1,2.9,58,3.6,1.7,150
University of Palermo,Italy,Europe,Large,Comprehensive,Very High,Public,851,851,15.36,11.1,2.3,4.4,32.2,2.4,1.9,81.6,4.5,5.7,0
University of Santo Tomas,Philippines,Asia,Extra Large,Full Comprehensive,Medium,Private,851,801,15.1,12.8,39.9,12.5,1.3,34.9,5.8,18.1,14.1,2.4,-50
University of South Africa,South Africa,Africa,Extra Large,Comprehensive,Very High,Public,851,851,16.17,10.6,7.2,1.1,7.3,12.5,7.3,91,92.8,3.1,0
University of Wroclaw,Poland,Europe,Large,Comprehensive,Very High,Public,851,901,14.8,14.9,12.6,32.1,3.9,5,8.4,54.3,12,9.3,50
Vietnam National University  Hanoi,Vietnam,Asia,Extra Large,Comprehensive,High,Public,851,951,15.35,15.3,18.7,7.6,2.4,5.5,1.2,61,60.1,6.4,100
Vilnius Gediminas Technical University,Lithuania,Europe,Medium,Specialist,Very High,Public,851,801,14.9,8.7,13.8,37.7,7.8,14.7,32.9,41.4,6.9,2,-50
Virginia Commonwealth University,United States,Americas,Large,Full Comprehensive,Very High,Public,851,761,15,7.1,8.5,38.8,12.8,9.7,3.2,73.5,8.2,8.5,-90
Yildiz Technical University,Turkey,Asia,Large,Comprehensive,Very High,Public,851,951,15.55,9.7,24.7,4.2,12.2,9.1,18.5,38.9,19.9,35.1,100
Australian Catholic University,Australia,Oceania,Large,Comprehensive,High,Public,901,801,14.28,8.2,8.9,5.1,12.1,71,41.7,33.9,1.7,2.7,-100
Beijing Jiaotong University,China (Mainland),Asia,Large,Comprehensive,Very High,Public,901,901,14.31,9.7,5.4,15.2,31.8,4.7,9.6,29.1,9.6,1.2,0
Beijing University of Posts and Telecommunications,China (Mainland),Asia,Large,Foucsed,Very High,Public,901,851,14.23,3.2,2.6,10.2,49.3,4.7,1.7,18.7,13.5,1.4,-50
Catania University,Italy,Europe,Large,Full Comprehensive,Very High,Public,901,851,13.58,11.6,3,5.4,23.4,3.5,4.5,71.3,5.7,3.6,-50
Future University in Egypt,Egypt,Africa,Medium,Foucsed,Very High,Private,901,1001,14.4,4.8,34.7,34.9,2,11.7,21.7,40,2.9,1.1,100
Gazi Üniversitesi,Turkey,Asia,Extra Large,Full Comprehensive,High,Public,901,1001,14.28,18.6,15.3,6,4.4,1,3.3,56,18.2,20.1,100
Georgian Technical University,Georgia,Asia,Large,Foucsed,Medium,Public,901,1401,15.32,7.1,6.6,1,46.9,12.5,9.6,5.4,25.9,1,500
German Jordanian University,Jordan,Asia,Small,Foucsed,Very High,Public,901,1001,13.58,8.6,15.1,21.4,5.6,65.3,16.3,17.8,8.5,1.5,100
Imam Mohammad Ibn Saud Islamic University  IMSIU,Saudi Arabia,Asia,Extra Large,Full Comprehensive,Medium,Public,901,1001,13.61,14.8,7.6,17.4,1.5,46.2,4.2,41.9,26.5,1,100
Kanazawa University,Japan,Asia,Medium,Full Comprehensive,Very High,Public,901,851,14.14,10.5,3.9,55.1,12.2,8.1,5.8,31.9,1.8,1.6,-50
Karaganda Buketov University,Kazakhstan,Asia,Large,Foucsed,High,Private,901,851,14.43,15.6,24.5,41.3,1.1,13.1,5.2,7.5,7.8,1,-50
Kyrgyz-Turkish Manas University,Kyrgyzstan,Asia,Small,Comprehensive,High,Public,901,851,13.78,15.1,10.9,10.7,1.7,90.5,19.7,7.1,5.7,1,-50
Louisiana State University,United States,Americas,Extra Large,Comprehensive,Very High,Public,901,801,14.03,9.5,6.7,7.8,12.9,8.6,3.8,52.3,18.8,52.8,-100
Makerere University,Uganda,Africa,Extra Large,Full Comprehensive,High,Public,901,951,14.36,11,4.2,3.4,4.5,9.6,7.5,64.8,98.3,3.5,50
Manipal Academy of Higher Education  Manipal  Karnataka  India,India,Asia,Large,Foucsed,Very High,Private,901,951,14.34,10.9,8.2,42.9,4.4,1.8,7.7,61.2,6.2,16.5,50
Michigan Technological University,United States,Americas,Medium,Comprehensive,Very High,Public,901,851,14.4,4.8,3.7,27.1,28.6,11.4,11.1,52.1,3.1,1.9,-50
National Research Saratov State University,Russia,Europe,Medium,Comprehensive,Very High,Public,901,851,13.99,5,2.7,96.7,1.7,3,16.6,19.1,1.8,1,-50
Nicolaus Copernicus University,Poland,Europe,Large,Full Comprehensive,High,Public,901,901,13.7,7.6,2.6,53.2,4.9,3.1,5.3,81.3,3.1,1.7,0
North South University,Bangladesh,Asia,Large,Foucsed,High,Private,901,851,14.43,13.3,48.1,6.1,2.7,7.9,1.1,24.5,6.6,1.5,-50
Osaka Metropolitan University,Japan,Asia,Large,Full Comprehensive,Very High,Public,901,721,14.09,12.4,11.6,51.3,6.5,4.6,3.1,29.3,5.9,1.1,-180
Princess Sumaya University for Technology,Jordan,Asia,Small,Foucsed,Very High,Private,901,901,14.22,9.1,25.3,11.9,5.1,47.3,50,6,5.1,1.2,0
Ritsumeikan Asia Pacific University,Japan,Asia,Medium,Specialist,Low,Semi-Autonomous,901,801,14.13,6.1,8.3,2.6,2.5,99.9,99.4,3.7,1.9,1,-100
Robert Gordon University,United Kingdom,Europe,Medium,Comprehensive,High,Public,901,901,13.65,3.7,11.5,5.6,5.3,62.6,74.1,35.8,5.6,5.8,0
South Ural State University (National Research University),Russia,Europe,Large,Comprehensive,Very High,Public,901,951,13.74,8.4,4.7,44.1,3.6,4.5,13.4,84.1,4.2,1.6,50
Universidad Católica del Uruguay (UCU),Uruguay,Americas,Small,Comprehensive,Medium,Private,901,851,14.09,12.5,12.8,64.4,1.2,9.5,2.8,6.4,15.1,1,-50
"Universidad Central ""Marta Abreu"" de Las Villas",Cuba,Americas,Medium,Comprehensive,High,Public,901,851,14.14,5.3,1.4,99.7,1.2,1.1,1.2,17.4,21.8,1,-50
Universidad EAFIT,Colombia,Americas,Large,Comprehensive,High,Private,901,731,14.49,12.9,42.8,4.9,2.3,3.1,1.4,11.3,44.4,4.8,-170
Universidad Externado de Colombia,Colombia,Americas,Large,Foucsed,Medium,Private,901,751,14.28,13,28.9,36.4,1.1,10.5,1.5,4.3,26.4,1,-150
Universidad Nacional de Córdoba - UNC,Argentina,Americas,Extra Large,Full Comprehensive,High,Public,901,951,13.92,26.4,14,6.2,1.6,1.4,1.5,44.4,10.1,1.7,50
Universidad Nacional Mayor de San Marcos,Peru,Americas,Extra Large,Full Comprehensive,Medium,Public,901,901,15.42,20.6,22.9,7.9,1.3,12.5,9.6,33.2,38.6,1.1,0
Universidad Pontificia Bolivariana,Colombia,Americas,Medium,Foucsed,Very High,Private,901,801,13.64,8.4,8.8,74.7,1.7,3.8,2.3,10,22,1.6,-100
Universidade Católica Portuguesa - UCP,Portugal,Europe,Medium,Foucsed,Very High,Private,901,901,14.16,13,13.6,11.9,6.1,9.3,30.2,27.8,43.2,5.8,0
Universidade de Vigo,Spain,Europe,Large,Comprehensive,Very High,Public,901,901,14.52,8.9,5.3,9.4,18,2.1,4.8,79.9,3.8,39.8,0
Università degli Studi della Tuscia (University of Tuscia),Italy,Europe,Medium,Comprehensive,Very High,Public,901,1001,13.88,4.6,1.2,5.6,43.6,13.7,10.4,32.4,2,2.2,100
Università degli studi Roma Tre,Italy,Europe,Extra Large,Comprehensive,Very High,Public,901,901,14.16,17.4,8,2.2,12.1,8.5,4.2,62.5,7.1,19.7,0
University of Alabama  Birmingham,United States,Americas,Large,Full Comprehensive,Very High,Public,901,901,15.35,5.8,4.2,56,16.8,12.5,9.6,54.5,1.7,2,0
University of Calabria,Italy,Europe,Medium,Comprehensive,Very High,Public,901,951,13.82,6.8,2.3,5.5,22.6,8.3,6.2,81.4,1.7,29.6,50
University of East London,United Kingdom,Europe,Large,Comprehensive,High,Public,901,851,13.92,3.6,3.6,3.1,6.2,73.1,100,33.3,7.6,1.1,-50
University of Hail,Saudi Arabia,Asia,Large,Full Comprehensive,High,Public,901,708.5249663,13.77,5.2,1.9,39.4,2.4,100,3,43.3,2.3,1.5,-192.4750337
University of Lodz,Poland,Europe,Large,Comprehensive,Very High,Public,901,951,13.92,11.5,4.1,39.5,3.4,4,11.3,70.9,16.3,1.9,50
University of Maribor,Slovenia,Europe,Large,Full Comprehensive,High,Public,901,851,13.58,8,6.6,29.2,6.8,1.8,13,61,33.4,9.1,-50
University of Murcia,Spain,Europe,Large,Full Comprehensive,Very High,Public,901,901,14.46,11.7,2.9,24.5,6.8,1.7,3.9,79.8,3.7,44.9,0
University of Nairobi,Kenya,Africa,Extra Large,Full Comprehensive,Medium,Public,901,1001,15.45,10,11.7,20.1,1.8,12.5,9.6,50.1,92.5,1.8,100
University of Peshawar,Pakistan,Asia,Medium,Foucsed,Very High,Public,901,951,14.95,6.9,9.9,34.3,21.4,12.5,1.9,42.9,15.3,1.1,50
University of Salford,United Kingdom,Europe,Large,Comprehensive,High,Public,901,851,13.92,6.8,3.9,6.4,6.9,36.7,69.8,63.6,9.6,5.8,-50
University Paris 2 Panthéon-Assas,France,Europe,Large,Specialist,Very High,Public,901,851,13.92,7.1,3.5,62.1,1.2,11.8,26.1,4.3,53.1,1,-50
Viet Nam National University Ho Chi Minh City (VNU-HCM),Vietnam,Asia,Extra Large,Comprehensive,Very High,Public,901,951,14.35,18.8,24.6,5.7,2.1,4.2,1.1,45.7,24.9,4.6,50
Worcester Polytechnic Institute,United States,Americas,Medium,Comprehensive,Very High,Private,901,851,13.88,3.5,5.2,17.4,26.2,42,23.5,25.6,8.3,1.9,-50
Wroclaw University of Science and Technology (WRUST),Poland,Europe,Large,Specialist,Very High,Public,901,901,14.2,11.7,18.9,33.7,5.3,3.4,5,55.5,3.2,1.3,0
Yerevan State University,Armenia,Asia,Medium,Comprehensive,High,Public,901,1001,13.7,7,2.9,51.4,1.3,5.1,1.7,20,87.4,1,100
Yokohama City University,Japan,Asia,Medium,Foucsed,Very High,Public,901,801,14.18,3.4,2.4,96.2,10.3,5.4,2.4,10.5,3.1,1,-100
Almaty Technological University,Kazakhstan,Asia,Medium,Foucsed,High,Public,951,801,13.35,6.2,4.2,88.1,1,25,4.8,2.9,3.3,1.1,-150
Athens University of Economics and Business,Greece,Europe,Medium,Specialist,High,Public,951,901,12.94,7.6,29.3,1.7,20,1.6,3.1,14,20.9,2.4,-50
Auburn University,United States,Americas,Large,Comprehensive,Very High,Public,951,801,13.27,7.1,7.7,7.6,17.2,27.6,6,54.7,16.4,10.9,-150
Baku State University,Azerbaijan,Asia,Large,Comprehensive,High,Public,951,1001,12.8,12.9,5.5,41.7,1.4,5.3,2.2,16.7,47.7,1.3,50
Bina Nusantara University (BINUS),Indonesia,Asia,Large,Comprehensive,Very High,Semi-Autonomous,951,1001,12.76,12.5,21.8,19.9,2.1,34.7,4.3,10.7,12.9,4.1,50
Clark University,United States,Americas,Small,Comprehensive,Very High,Private,951,801,13.3,2.6,2.5,18.9,16.7,13.2,84.7,20.2,13.6,6.5,-150
Clemson University,United States,Americas,Large,Comprehensive,Very High,Public,951,851,13.3,7.3,7,12.6,15.2,11.6,5.2,78.5,7.7,12.3,-100
D. Serikbayev East Kazakhstan state technical university,Kazakhstan,Asia,Medium,Comprehensive,Medium,Public,951,901,12.92,13,7.7,64.2,1.2,14.4,2.5,2.4,3.5,1.3,-50
Ferdowsi University of Mashhad,"Iran, Islamic Republic of",Asia,Large,Comprehensive,Very High,Public,951,1001,13.34,7,6,3.5,28.2,1.3,7.1,71.7,5.2,1.7,50
Financial University under the Government of the Russian Federation,Russia,Europe,Large,Foucsed,Very High,Public,951,1001,12.79,5.3,9.9,39.3,1.6,4.7,19.4,32.4,47.7,5.1,50
Hallym University,South Korea,Asia,Medium,Full Comprehensive,Very High,Private,951,901,12.66,2.8,1.8,94.4,6.9,3.8,2.2,5.7,1.7,1.1,-50
Indian Institute of Technology Bhubaneswar,India,Asia,Small,Foucsed,Very High,Public,951,731,13.52,4.3,3.5,10,50.2,1.5,1,6.8,2.1,1.9,-220
Instituto Tecnológico de Buenos Aires (ITBA),Argentina,Americas,Small,Foucsed,High,Private,951,791,13.56,8.8,24.6,39,1.3,17.3,12.3,2.7,22.3,6.75,-160
Khon Kaen University,Thailand,Asia,Extra Large,Full Comprehensive,High,Public,951,951,13.12,17.2,10.7,7.4,4.4,5.3,2.3,50.9,4.4,31.8,0
King Mongkut's University of Technology Thonburi,Thailand,Asia,Large,Comprehensive,Very High,Public,951,951,12.6,13.2,6.3,13.3,8.5,9.5,3.2,36.9,2.6,41,0
Kumamoto University,Japan,Asia,Medium,Full Comprehensive,Very High,Public,951,901,13.42,7.1,2.8,55.2,12.6,7.2,3.5,35.1,2.9,8,-50
Mansoura University,Egypt,Africa,Extra Large,Full Comprehensive,Very High,Public,951,1001,13.48,14.1,12,3.3,2.6,6.7,5.7,74.7,4.4,40.4,50
Niigata University,Japan,Asia,Large,Full Comprehensive,High,Public,951,851,12.92,4.9,3.2,85.3,3.8,4.6,3.1,18.4,5.7,1.8,-100
Northern Borders University,Saudi Arabia,Asia,Large,Full Comprehensive,Medium,Public,951,901,13.06,13.1,4.7,20.2,2.1,98.4,4.8,13.1,2.4,1,-50
Pontificia Universidad Católica del Ecuador (PUCE),Ecuador,Americas,Large,Foucsed,High,Private,951,901,12.93,17.3,16.2,11.5,1.3,14.2,1.7,27.1,34,1,-50
Prince of Songkla University,Thailand,Asia,Extra Large,Full Comprehensive,High,Public,951,901,13.4,21.6,5.6,16.4,3.3,5.3,1.9,40.3,3.9,24.2,-50
Queen Margaret University   Edinburgh,United Kingdom,Europe,Small,Foucsed,Very High,Public,951,851,12.82,3.5,4.3,5.2,18.3,59.9,73.3,3.3,1.4,1,-100
Rhodes University,South Africa,Africa,Medium,Comprehensive,Very High,Public,951,901,13.78,6.3,7.7,12.9,12.6,12.5,33.2,54.5,35.5,2.9,-50
Riga Stradins University,Latvia,Europe,Medium,Specialist,Medium,Public,951,901,12.66,6.1,13.4,14.1,1.9,22.3,90.8,15.1,11.4,1.1,-50
S.D. Asfendiyarov Kazakh National Medical University,Kazakhstan,Asia,Medium,Specialist,Low,Public,951,901,13,6.7,4.2,59.7,1.1,10.4,64.7,3.9,3.4,1.1,-50
Saveetha Institute of Medical and Technical Sciences (deemed to be university),India,Asia,Large,Foucsed,Very High,Private,951,708.5249663,13.52,5.5,2.6,21.1,7.2,87.1,7.2,60.8,1.9,1.7,-242.4750337
Sophia University,Japan,Asia,Large,Comprehensive,High,Private,951,901,12.88,12.7,19.9,21.9,1.8,34.5,10.8,8.6,11.7,5.2,-50
Southern Federal University,Russia,Europe,Large,Comprehensive,Very High,Public,951,851,13.28,6.6,3.8,67.9,1.9,2.9,25.2,40.1,1.8,1.2,-100
St. Louis University,United States,Americas,Large,Comprehensive,Very High,Private,951,901,12.89,4.4,2.6,53.2,13.5,12.7,11,28.7,9,1.7,-50
The University of Alabama,United States,Americas,Extra Large,Comprehensive,Very High,Public,951,951,12.96,10,20.3,5.3,11.9,5.3,2.5,54.9,10.7,6.7,0
The University of Lahore,Pakistan,Asia,Large,Foucsed,Very High,Private,951,1001,12.67,11.1,19.4,12.3,3.3,4,3,61.4,2.7,19.7,50
Universidad Autónoma Metropolitana (UAM),Mexico,Americas,Extra Large,Full Comprehensive,High,Public,951,901,13.08,23.6,11.3,3.7,2.5,7.8,1.2,45.6,4.6,9.4,-50
Universidad de Córdoba - España,Spain,Europe,Large,Comprehensive,Very High,Public,951,1001,14.65,10.6,3.9,26.5,12,12.5,9.6,84.2,4.8,5.6,50
Universidad de La Sabana,Colombia,Americas,Medium,Full Comprehensive,High,Private,951,791,13.46,21,25.5,14.2,2,3.9,1.8,13.1,10.5,1.1,-160
Universidad de León,Spain,Europe,Large,Comprehensive,High,Public,951,1001,13.4,6.7,3.6,51.6,4.5,2.3,7.2,44.9,2.8,38.5,50
Universidad de los Andes - Chile,Chile,Americas,Medium,Full Comprehensive,High,Private,951,951,12.86,16.4,18.1,8.4,2.8,12.2,2,22.6,38.6,1.2,0
Universidad de San Andrés - UdeSA,Argentina,Americas,Small,Specialist,High,Private,951,801,13.37,7.7,19.7,46,2.2,7.5,4.1,13.2,29.8,6.75,-150
Universidad Nacional de Rosario (UNR),Argentina,Americas,Extra Large,Full Comprehensive,Medium,Public,951,951,13.22,19.5,7.7,31.2,1.1,12.5,6.4,26.8,10.7,1,0
Universidad Técnica Federico Santa María (USM),Chile,Americas,Large,Foucsed,Very High,Private,951,801,13.1,9.8,33,3.2,5,13.8,1.6,41.6,13.1,7.6,-150
Universidad Torcuato Di Tella,Argentina,Americas,Small,Specialist,High,Private,951,851,13.19,12.4,20.8,14.4,2.6,33.1,7.8,4.5,35.6,6.75,-100
Université Sorbonne Paris Nord,France,Europe,Large,Foucsed,Very High,Public,951,1401,14.17,9.5,4.1,4.2,29.3,12.5,9.6,61,3.9,1.4,450
Université Toulouse 1 Capitole,France,Europe,Large,Foucsed,Very High,Public,951,951,12.93,13.4,4.6,1.7,6.2,25.5,50.2,52.6,6.1,1.8,0
Universiti Pendidikan Sultan Idris (UPSI),Malaysia,Asia,Medium,Foucsed,Very High,Public,951,951,13.04,13.1,9.9,27.5,2.7,21.3,38.3,21.1,3.9,2.2,0
University of Bahrain,Bahrain,Asia,Large,Comprehensive,High,Public,951,951,13.29,9.7,5.1,7,2.2,87,8.9,36.2,36.3,1.1,0
University of Central Lancashire,United Kingdom,Europe,Large,Comprehensive,High,Public,951,901,12.96,5.4,4.9,10.9,3.8,35.5,82,53.9,2.1,1.5,-50
University of Colombo,Sri Lanka,Asia,Large,Comprehensive,High,Public,951,1001,12.9,13.1,18,2.5,3.2,1.1,1.2,19.3,69.6,16.3,50
University of Denver,United States,Americas,Medium,Comprehensive,Very High,Private,951,901,12.6,5.4,7.4,42.2,7.8,7.7,5.8,32.7,25.6,9.9,-50
University of Parma,Italy,Europe,Extra Large,Full Comprehensive,High,Public,951,851,13.32,9.5,2.7,2.9,25.4,3.8,9.1,69.4,9.2,2.3,-100
University of Regina,Canada,Americas,Large,Comprehensive,High,Public,951,1001,12.62,3.3,2.5,3.9,21,7.3,38.3,39.1,4.1,44.6,50
University of South Bohemia,Czech Republic,Europe,Medium,Foucsed,Very High,Public,951,1001,13.42,5.2,2.3,56,5.7,21.5,11.4,55.3,1.6,5.7,50
University of the Western Cape,South Africa,Africa,Large,Comprehensive,Very High,Public,951,951,13.05,8.6,5.3,4.1,14.1,25.2,3.7,76.8,21,2.2,0
Yarmouk University,Jordan,Asia,Large,Full Comprehensive,High,Public,951,1001,13.21,14.1,20.1,3.1,2.6,7.3,8.8,45.3,33.8,7.5,50
Yeungnam University,South Korea,Asia,Large,Full Comprehensive,Very High,Semi-Autonomous,951,951,12.79,3.8,2.9,13.4,26.9,34.2,7.5,43.9,2.7,1.6,0
Al-Azhar University,Egypt,Africa,Extra Large,Comprehensive,Very High,Public,1001,1201,11.5,13.1,10.3,11,1.4,1.4,9.5,58.3,22.6,1.1,200
Aligarh Muslim University,India,Asia,Large,Comprehensive,Very High,Public,1001,1001,11,11.1,2.8,16.2,12.1,1,1.4,46,2.7,13.2,0
Amity University,India,Asia,Large,Comprehensive,Very High,Private,1001,1001,12.08,9.8,10.6,10.7,7.1,3.7,21.1,61.5,4.1,10.8,0
Amrita Vishwa Vidyapeetham,India,Asia,Large,Full Comprehensive,Very High,Private,1001,1001,9.97,5.8,4.7,24,5.7,35.5,1.6,39.7,1.7,1.1,0
An-Najah National University,"Palestinian Territory, Occupied",Asia,Large,Full Comprehensive,Medium,Public,1001,1001,11.02,7.7,12.1,7.3,2.3,34.6,24.8,31.8,21.8,1.1,0
Arab Academy for Science  Technology and Maritime Transport,Egypt,Africa,Large,Foucsed,Very High,Public,1001,1001,10.58,7.4,8.4,33,1.5,6.8,20.4,29.8,11.4,1.6,0
Assiut University,Egypt,Africa,Extra Large,Full Comprehensive,High,Public,1001,1001,10.65,11.4,9.8,13.6,2.2,11.8,3.5,56,2.5,5.4,0
Azerbaijan State Oil and Industry University,Azerbaijan,Asia,Large,Foucsed,High,Public,1001,1201,9.43,7.3,5.3,29.9,1.1,17.4,2.6,6.6,31.4,6.75,200
Azerbaijan State University of Economics,Azerbaijan,Asia,Large,Foucsed,High,Public,1001,1001,12.06,13,14.5,26.1,1.2,14.2,3.4,4.6,38.6,1.9,0
Banaras Hindu University,India,Asia,Large,Full Comprehensive,Very High,Public,1001,1001,11.83,13.5,8,12.4,9,1.2,1.7,56.4,8.8,2.7,0
Baylor University,United States,Americas,Large,Comprehensive,Very High,Private,1001,1001,9.06,6.1,9.1,11.9,7.5,2.4,3.8,41.8,11.6,4,0
Bielefeld University,Germany,Europe,Large,Comprehensive,Very High,Public,1001,951,11.98,14.2,3.3,8,6.7,20,7,67,2.9,4.9,-50
Binghamton University SUNY,United States,Americas,Large,Comprehensive,Very High,Public,1001,1001,10.21,7,5.1,5.7,15.8,10.8,10.3,44.2,3.9,3.1,0
Birmingham City University,United Kingdom,Europe,Large,Comprehensive,High,Public,1001,1001,11.43,6.2,4.4,7.3,3.2,42,73.8,27.2,6.5,1.4,0
BRAC University,Bangladesh,Asia,Large,Comprehensive,High,Private,1001,1001,10.55,11.6,27.9,10,2,2,1.4,21.4,3.8,1.1,0
Brigham Young University,United States,Americas,Extra Large,Comprehensive,Very High,Private,1001,1001,9.99,7.5,7,4.8,10.4,1.3,3,52.4,22.2,3.8,0
Canterbury Christ Church University,United Kingdom,Europe,Large,Comprehensive,High,Public,1001,1001,10.18,5.1,2.2,4.7,3.7,34.5,87.6,17.7,1.3,1,0
Chang Jung Christian University,Taiwan,Asia,Medium,Comprehensive,High,Private,1001,1001,9.32,8.5,4.6,48.4,1.6,6.1,4.4,4.8,2,1.1,0
Chung Yuan Christian University,Taiwan,Asia,Large,Comprehensive,High,Public,1001,1001,9.03,6.3,5.3,4.3,15.6,3.9,6.7,15.1,22.4,7.9,0
Chungbuk National University,South Korea,Asia,Medium,Full Comprehensive,Very High,Public,1001,1001,10.15,3.8,2.7,34.1,10.3,10.5,7.7,27.4,1.7,15.4,0
College of William and Mary,United States,Americas,Medium,Comprehensive,Very High,Public,1001,901,11.8,8.1,9.1,20.9,11.4,6.3,5.4,33.1,23.7,4.3,-100
Corvinus University of Budapest,Hungary,Europe,Medium,Foucsed,Very High,Private,1001,1001,12.22,10.3,21.6,4.7,3.1,7.3,34.8,19.3,33.5,1,0
Cracow University of Technology (Politechnika Krakowska),Poland,Europe,Large,Specialist,Very High,Public,1001,1001,12.55,11,21.3,21.7,4.7,2.6,3.3,46.5,5.4,1,0
Dankook University,South Korea,Asia,Large,Full Comprehensive,High,Private,1001,1001,10.43,5.8,4,59.2,3,4.2,7.1,13,2.9,4.1,0
EGE UNIVERSITY,Turkey,Asia,Large,Full Comprehensive,High,Public,1001,1001,11.32,10,13.6,15.8,3.2,1.3,7.8,68.6,2.1,1.4,0
Escuela Superior Politécnica del Litoral (ESPOL),Ecuador,Americas,Medium,Comprehensive,High,Public,1001,1001,11.93,14.3,8.4,22.4,2.6,12,1.6,27.5,8.6,22.7,0
Fordham University,United States,Americas,Large,Comprehensive,High,Private,1001,1001,9.58,6.8,8.3,14.8,5.4,6.3,13.9,23.9,29.1,1.4,0
Gebze Technical University (GTU),Turkey,Asia,Medium,Comprehensive,Very High,Public,1001,1201,9.01,4.5,3.4,7.8,18.5,6.2,3.8,37.3,2.3,3.8,200
George Mason University,United States,Americas,Extra Large,Comprehensive,Very High,Public,1001,951,12.47,8.8,4.8,12.4,9.2,10,15.3,60.9,11.9,22.5,-50
Gifu University,Japan,Asia,Medium,Full Comprehensive,Very High,Public,1001,951,11.29,6.6,2.3,57.9,7.6,4.3,3.3,20.6,1.8,3.1,-50
Glasgow Caledonian University,United Kingdom,Europe,Large,Foucsed,Very High,Public,1001,1001,10.69,5.2,5.4,4.3,6.3,30.1,34.9,37.2,6.8,23.5,0
Gunma University,Japan,Asia,Medium,Foucsed,Very High,Public,1001,951,11.8,3.5,1.9,85.8,4.7,4,3.2,8.7,1.9,1,-50
Guru Gobind Singh Indraprastha University,India,Asia,Small,Comprehensive,Very High,Public,1001,1401,9.94,4.5,4.4,6.6,27.7,3.7,5.1,17.3,6.4,2.2,400
Harbin Engineering University,China (Mainland),Asia,Large,Foucsed,Very High,Public,1001,1001,11.35,5.4,2.4,16.5,28.1,2.3,2.2,32.4,3.8,1.3,0
Hohai University,China (Mainland),Asia,Extra Large,Foucsed,Very High,Public,1001,1201,10.42,4.1,1.5,7.9,16.5,12.5,9.6,70.7,2.2,2.4,200
Howard University,United States,Americas,Medium,Full Comprehensive,High,Private,1001,1001,10.82,7,9.2,38.9,3,1.1,4.1,31.9,18.8,1.1,0
Hungarian University of Agriculture and Life Sciences,Hungary,Europe,Medium,Foucsed,Very High,Private,1001,1001,10.7,6,4.9,30.4,3.2,2.2,29.2,53.5,3.6,1.3,0
Indiana UniversityPurdue University Indianapolis,United States,Americas,Large,Full Comprehensive,High,Public,1001,951,11,7.1,4.5,22.2,10,28.8,6.6,33.6,3.7,6.7,-50
