country,year,indicator,value,category
Barbados,1995,Barro-Lee: Percentage of female population age 70-74 with tertiary schooling. Completed Tertiary,0.74,attainment
Barbados,1995,Barro-Lee: Percentage of female population age 70-74 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.13,attainment
Barbados,1995,Barro-Lee: Percentage of female population age 75+ with tertiary schooling. Completed Tertiary,0.68,attainment
Barbados,1995,Barro-Lee: Percentage of female population age 75+ with tertiary schooling. Total (Incomplete and Completed Tertiary),1.06,attainment
Barbados,1995,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary,1.56,attainment
Barbados,1995,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary),2.64,attainment
Barbados,1995,Barro-Lee: Percentage of population age 15-19 with tertiary schooling. Completed Tertiary,0.65,attainment
Barbados,1995,Barro-Lee: Percentage of population age 15-19 with tertiary schooling. Total (Incomplete and Completed Tertiary),3.36,attainment
Barbados,1995,Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Completed Tertiary,0.55,attainment
Barbados,1995,Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.35,attainment
Barbados,1995,Barro-Lee: Percentage of population age 25+ with tertiary schooling. Completed Tertiary,1.85,attainment
Barbados,1995,Barro-Lee: Percentage of population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary),2.75,attainment
Barbados,1995,Barro-Lee: Percentage of population age 25-29 with tertiary schooling. Completed Tertiary,2.37,attainment
Barbados,1995,Barro-Lee: Percentage of population age 25-29 with tertiary schooling. Total (Incomplete and Completed Tertiary),3.85,attainment
Barbados,1995,Barro-Lee: Percentage of population age 30-34 with tertiary schooling. Completed Tertiary,2.55,attainment
Barbados,1995,Barro-Lee: Percentage of population age 30-34 with tertiary schooling. Total (Incomplete and Completed Tertiary),4.07,attainment
Barbados,1995,Barro-Lee: Percentage of population age 35-39 with tertiary schooling. Completed Tertiary,2.46,attainment
Barbados,1995,Barro-Lee: Percentage of population age 35-39 with tertiary schooling. Total (Incomplete and Completed Tertiary),3.52,attainment
Barbados,1995,Barro-Lee: Percentage of population age 40-44 with tertiary schooling. Completed Tertiary,1.41,attainment
Barbados,1995,Barro-Lee: Percentage of population age 40-44 with tertiary schooling. Total (Incomplete and Completed Tertiary),2.02,attainment
Barbados,1995,Barro-Lee: Percentage of population age 45-49 with tertiary schooling. Completed Tertiary,1.41,attainment
Barbados,1995,Barro-Lee: Percentage of population age 45-49 with tertiary schooling. Total (Incomplete and Completed Tertiary),2.02,attainment
Barbados,1995,Barro-Lee: Percentage of population age 50-54 with tertiary schooling. Completed Tertiary,1.57,attainment
Barbados,1995,Barro-Lee: Percentage of population age 50-54 with tertiary schooling. Total (Incomplete and Completed Tertiary),2.23,attainment
Barbados,1995,Barro-Lee: Percentage of population age 55-59 with tertiary schooling. Completed Tertiary,1.54,attainment
Barbados,1995,Barro-Lee: Percentage of population age 55-59 with tertiary schooling. Total (Incomplete and Completed Tertiary),2.23,attainment
Barbados,1995,Barro-Lee: Percentage of population age 60-64 with tertiary schooling. Completed Tertiary,1.14,attainment
Barbados,1995,Barro-Lee: Percentage of population age 60-64 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.61,attainment
Barbados,1995,Barro-Lee: Percentage of population age 65-69 with tertiary schooling. Completed Tertiary,1.11,attainment
Barbados,1995,Barro-Lee: Percentage of population age 65-69 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.59,attainment
Barbados,1995,Barro-Lee: Percentage of population age 70-74 with tertiary schooling. Completed Tertiary,1.11,attainment
Barbados,1995,Barro-Lee: Percentage of population age 70-74 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.59,attainment
Barbados,1995,Barro-Lee: Percentage of population age 75+ with tertiary schooling. Completed Tertiary,0.99,attainment
Barbados,1995,Barro-Lee: Percentage of population age 75+ with tertiary schooling. Total (Incomplete and Completed Tertiary),1.43,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 15+, female",0.65,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 15+, total",0.71,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 15-19, female",0.09,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 15-19, total",0.08,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 20-24, female",1.5,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",1.35,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 25+, female",0.62,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 25+, total",0.71,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",1.33,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",1.25,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",1.12,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",1.09,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",0.93,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",0.95,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",0.78,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",0.84,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",0.67,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",0.76,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",0.53,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",0.66,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",0.4,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",0.52,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",0.27,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",0.37,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",0.19,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",0.29,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",0.17,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",0.25,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 75+, female",0.16,attainment
Belgium,1995,"Barro-Lee: Average years of tertiary schooling, age 75+, total",0.24,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 15+ with tertiary schooling. Completed Tertiary,12.28,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary),20.26,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 15-19 with tertiary schooling. Completed Tertiary,1.58,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 15-19 with tertiary schooling. Total (Incomplete and Completed Tertiary),2.7,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 20-24 with tertiary schooling. Completed Tertiary,28.55,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary),46.27,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 25+ with tertiary schooling. Completed Tertiary,11.74,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary),19.34,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 25-29 with tertiary schooling. Completed Tertiary,26.57,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 25-29 with tertiary schooling. Total (Incomplete and Completed Tertiary),39.98,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 30-34 with tertiary schooling. Completed Tertiary,21.91,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 30-34 with tertiary schooling. Total (Incomplete and Completed Tertiary),34.04,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 35-39 with tertiary schooling. Completed Tertiary,18.1,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 35-39 with tertiary schooling. Total (Incomplete and Completed Tertiary),28.52,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 40-44 with tertiary schooling. Completed Tertiary,15.13,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 40-44 with tertiary schooling. Total (Incomplete and Completed Tertiary),24.03,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 45-49 with tertiary schooling. Completed Tertiary,12.71,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 45-49 with tertiary schooling. Total (Incomplete and Completed Tertiary),20.63,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 50-54 with tertiary schooling. Completed Tertiary,9.87,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 50-54 with tertiary schooling. Total (Incomplete and Completed Tertiary),16.57,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 55-59 with tertiary schooling. Completed Tertiary,7.34,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 55-59 with tertiary schooling. Total (Incomplete and Completed Tertiary),12.49,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 60-64 with tertiary schooling. Completed Tertiary,5.0,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 60-64 with tertiary schooling. Total (Incomplete and Completed Tertiary),8.49,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 65-69 with tertiary schooling. Completed Tertiary,3.5,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 65-69 with tertiary schooling. Total (Incomplete and Completed Tertiary),5.89,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 70-74 with tertiary schooling. Completed Tertiary,3.11,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 70-74 with tertiary schooling. Total (Incomplete and Completed Tertiary),5.4,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 75+ with tertiary schooling. Completed Tertiary,2.8,attainment
Belgium,1995,Barro-Lee: Percentage of female population age 75+ with tertiary schooling. Total (Incomplete and Completed Tertiary),5.29,attainment
Belgium,1995,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary,14.51,attainment
Belgium,1995,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary),21.16,attainment
Belgium,1995,Barro-Lee: Percentage of population age 15-19 with tertiary schooling. Completed Tertiary,1.57,attainment
Belgium,1995,Barro-Lee: Percentage of population age 15-19 with tertiary schooling. Total (Incomplete and Completed Tertiary),2.57,attainment
Belgium,1995,Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Completed Tertiary,26.77,attainment
Belgium,1995,Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary),40.93,attainment
Belgium,1995,Barro-Lee: Percentage of population age 25+ with tertiary schooling. Completed Tertiary,14.53,attainment
Belgium,1995,Barro-Lee: Percentage of population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary),20.89,attainment
Belgium,1995,Barro-Lee: Percentage of population age 25-29 with tertiary schooling. Completed Tertiary,26.02,attainment
Belgium,1995,Barro-Lee: Percentage of population age 25-29 with tertiary schooling. Total (Incomplete and Completed Tertiary),36.73,attainment
Belgium,1995,Barro-Lee: Percentage of population age 30-34 with tertiary schooling. Completed Tertiary,22.37,attainment
Belgium,1995,Barro-Lee: Percentage of population age 30-34 with tertiary schooling. Total (Incomplete and Completed Tertiary),32.05,attainment
Belgium,1995,Barro-Lee: Percentage of population age 35-39 with tertiary schooling. Completed Tertiary,19.57,attainment
Belgium,1995,Barro-Lee: Percentage of population age 35-39 with tertiary schooling. Total (Incomplete and Completed Tertiary),28.08,attainment
Belgium,1995,Barro-Lee: Percentage of population age 40-44 with tertiary schooling. Completed Tertiary,17.34,attainment
Belgium,1995,Barro-Lee: Percentage of population age 40-44 with tertiary schooling. Total (Incomplete and Completed Tertiary),24.9,attainment
Belgium,1995,Barro-Lee: Percentage of population age 45-49 with tertiary schooling. Completed Tertiary,15.59,attainment
Belgium,1995,Barro-Lee: Percentage of population age 45-49 with tertiary schooling. Total (Incomplete and Completed Tertiary),22.44,attainment
Belgium,1995,Barro-Lee: Percentage of population age 50-54 with tertiary schooling. Completed Tertiary,13.38,attainment
Belgium,1995,Barro-Lee: Percentage of population age 50-54 with tertiary schooling. Total (Incomplete and Completed Tertiary),19.48,attainment
